,Description,Belts,Personal.Injury,Property.Damage,Commercial.License,Commercial.Vehicle,State,VehicleType,Year,Make,Model,Color,Charge,Contributed.To.Accident,Race,Gender,Driver.City,Driver.State,DL.State,Arrest.Type,Violation.Type
11284,NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY LIFE AND PERSON,No,No,Yes,No,No,MD,02 - Automobile,2016.0,HYUNDAI,ACCENT,BLUE,219011b,No,BLACK,M,BETHESDA,MD,MD,A - Marked Patrol,Citation
33054,HEADLIGHTS,No,No,No,No,No,MD,02 - Automobile,2011.0,HYUNDAI,SONATA,GRAY,55,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,SERO
14069,CAUSING STANDING VEH TO OBSTRUCT FREE VEH PASSAGE OF ROADWAY,No,No,No,No,No,MD,02 - Automobile,2003.0,MERCURY,MOUNTAINEER,BLACK,211001b,No,BLACK,F,RALEIGH,NC,NC,A - Marked Patrol,Citation
32219,PARKING WHERE PROHIBITED BY OFFICIAL SIGNS,No,No,No,No,No,MD,02 - Automobile,1999.0,TOYOTA,PICK UP,GREEN DK,211003aa,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
11969,PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17106 26204 26206 27103,No,No,No,No,No,DC,02 - Automobile,2003.0,CADILLAC,DEVILLE,BLUE DARK,16303h,No,BLACK,F,LANDOVER HILLS,MD,MD,Q - Marked Laser,Citation
1267,FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,No,No,No,No,No,VA,02 - Automobile,2006.0,NISSAN,ALTIMA,GREEN,16112c,No,BLACK,M,HOUGHTON,MI,MI,A - Marked Patrol,Citation
59913,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,03 - Station Wagon,2002.0,LEXU,TK,WHITE,21201a1,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
58427,EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,No,No,No,No,No,MD,02 - Automobile,2004.0,CHEV,SUV,GREEN,218011,No,BLACK,M,DAMASCUS,MD,MD,A - Marked Patrol,Warning
58900,FAILURE TO STOP AT STOP SIGN,No,No,No,No,No,DC,02 - Automobile,2003.0,HONDA,ACCORD,BLUE,21707a,No,WHITE,M,WASHINGTON,DC,DC,A - Marked Patrol,Warning
27392,DRIVER FAIL TO MAKE REQUIRED STOP AT SIGN,No,No,No,No,No,MD,05 - Light Duty Truck,2012.0,FORD,F150,WHITE,21202m,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
65079,FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,No,No,No,No,No,MD,02 - Automobile,2011.0,MITS,4D,WHITE,16112c,No,BLACK,M,LARGO,MD,MD,A - Marked Patrol,Warning
2385,EXCEEDING MAXIMUM SPEED 44 MPH IN A POSTED 35 MPH ZONE,No,No,No,No,No,MD,02 - Automobile,2008.0,HONDA,ACCORD,BLACK,218011,No,WHITE,M,GAITHERSBURG,MD,MD,Q - Marked Laser,Citation
25793,DRIVING MOTOR VEH WHILE LIC SUSPENDED UNDER 26204,No,No,No,No,No,MD,02 - Automobile,2001.0,CHRYSLER,VN,BLUE,16303h,No,HISPANIC,F,GAITHERSBURG,MD,MD,A - Marked Patrol,Citation
48270,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,2009.0,HONDA,ACCORD,BLUE DARK,21201a1,No,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol,Warning
53045,FAILURE TO DISPLAY TAB ON PLATES OF VEH AS REQUIRED BY ADM,No,No,No,No,No,MD,02 - Automobile,2000.0,LINCOLN,NAVIGATOR,WHITE,13410e2,No,BLACK,M,HYATTSVILLE,MD,MD,A - Marked Patrol,Warning
56000,DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,No,No,No,No,No,MD,02 - Automobile,2001.0,ACUR,4S,GREEN,2111242d2,No,WHITE,M,GAITHERSBURG,MD,MD,L - Motorcycle,Warning
50333,FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,No,No,No,No,No,MD,02 - Automobile,2003.0,HONDA,4D,BLUE DARK,13409b,No,BLACK,F,ELLICOTT CITY,MD,MD,A - Marked Patrol,Warning
15708,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,2014.0,TOYOTA,RAV4,WHITE,21201a1,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
33679,Stop Lights,No,No,No,No,No,MD,02 - Automobile,2005.0,CHEV,EXPRESS,WHITE,64,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,SERO
39977,EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,No,No,No,No,No,MD,02 - Automobile,2017.0,SUBARU,IMPREZA,SILVER,218011,No,WHITE,M,DICKERSON,MD,MD,E - Marked Stationary Radar,Warning
61342,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,1997.0,HONDA,ACCORD,SILVER,21201a1,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
1899,DRIVER FAILURE TO YIELD RIGHT OF WAY CROSSING HWY FROM PRIVATE DRIVEWAY,No,No,No,No,No,MD,02 - Automobile,2007.0,VOLK,4H GTI,GRAY,21404b,Yes,WHITE,M,SILVER SPRING,MD,MD,B - Unmarked Patrol,Citation
58648,DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,No,No,No,No,No,MD,02 - Automobile,2009.0,HONDA,ACCORD,SILVER,2111242d2,No,WHITE,M,POOLESVILLE,MD,MD,A - Marked Patrol,Warning
48122,FAILURE TO EQUIP VEH WITH REQUIRED REAR STOP LAMP,No,No,No,No,No,MD,02 - Automobile,2010.0,LINCOLN,4S,BLACK,22219a,No,BLACK,M,TAKOMA PARK,MD,MD,A - Marked Patrol,Warning
1409,DRIVING ATTEMPTING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,No,No,No,No,No,MD,02 - Automobile,1999.0,ACUR,2S,WHITE,16101a,No,HISPANIC,M,LANHAM,MD,MD,A - Marked Patrol,Citation
190,DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,No,No,No,No,No,MD,02 - Automobile,2003.0,TOYT,4S,RED,13401h,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
18343,EXCEEDING MAXIMUM SPEED 49 MPH IN A POSTED 40 MPH ZONE,No,No,No,No,No,MD,05 - Light Duty Truck,2006.0,TOYT,TK,WHITE,218011,No,WHITE,F,FREDERICK,MD,MD,Q - Marked Laser,Citation
17429,FAILURE TO STOP FOR STOPPED SCHOOL VEH OPERATING ALTERNATELY FLASHING RED LIGHTS,No,No,No,No,No,MD,02 - Automobile,2006.0,HOND,4S,BLUE LIGHT,21706a,No,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol,Citation
67121,DRIVING A MOTOR VEH WITHOUT A VALID MEDICAL EXAMINERS CERTIFICATE IN POSSESSION,No,No,No,No,No,MD,05 - Light Duty Truck,2006.0,CHEV,TK,WHITE,1139141a,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,Warning
60788,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,2007.0,KIA,4S,MAROON,21201a1,No,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,Warning
68564,DRIVING VEH WO ADEQUATE REAR REG PLATE ILLUMINATION,No,No,No,No,No,MD,02 - Automobile,2004.0,PONT,4S,SILVER,22204f,No,BLACK,M,BALTIMORE,MD,MD,A - Marked Patrol,Warning
58667,FAILURE TO PROPERLY EQUIP LOCATE HEADLAMPS ON MOTOR VEH,No,No,No,No,No,VA,02 - Automobile,2011.0,TOYOTA,COROLLA,WHITE,22203b,No,OTHER,M,GLEN ALLEN,VA,VA,A - Marked Patrol,Warning
44014,DRIVING VEH ON HWY WO REQUIRED MINIMUM EQUIPMENT,No,No,No,No,No,MD,29 - Unknown,2001.0,FORD,EXPEDITION,GREEN DK,23104,No,BLACK,F,BURTONSVILLE,MD,MD,A - Marked Patrol,Warning
61228,FAILURE TO PARK VEH WITHIN 12 INCHES OF RIGHT CURB,No,No,No,No,No,VA,02 - Automobile,1995.0,TOYOTA,4D,GREEN,211004a,No,HISPANIC,M,ALEXANDRIA,VA,VA,A - Marked Patrol,Warning
38078,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,Yes,No,No,No,No,US,28 - Other,2004.0,MAIL,VAN,WHITE,21201a1,No,BLACK,M,BURTONSVILLE,MD,MD,A - Marked Patrol,Warning
56263,EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,No,No,No,No,No,MD,02 - Automobile,2014.0,TOYOTA,4S,BLACK,218011,No,WHITE,M,OLNEY,MD,MD,O - Foot Patrol,Warning
30445,FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,No,No,No,No,No,MD,02 - Automobile,2007.0,CHEVROLET,TAHOE,BLACK,13409b,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
54572,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,2011.0,TOYOTA,RAV4,SILVER,21201a1,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,Warning
41689,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,28 - Other,2015.0,DODGE,JOURNEY,SILVER,21201a1,No,BLACK,F,HYATTSVILLE,MD,MD,A - Marked Patrol,Warning
9874,DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,Yes,No,No,No,No,MD,02 - Automobile,2003.0,ACURA,32TL,GOLD,2111242d2,No,WHITE,F,SILVER SPRING,MD,MD,B - Unmarked Patrol,Citation
37305,EXCEEDING THE POSTED SPEED LIMIT OF 55 MPH,No,No,No,No,No,MD,02 - Automobile,2007.0,BENT,4S,GRAY,218011,No,BLACK,F,CLARKSVILLE,MD,MD,E - Marked Stationary Radar,Warning
7543,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,28 - Other,2004.0,DODGE,TK,MAROON,21201a1,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
28861,FAILURE TO STOP AFTER ACCIDENT INVOLVING DAMAGE TO ATTENDED VEH,No,No,No,No,No,MD,02 - Automobile,1990.0,DODGE,TRUCK,RED,20103a,Yes,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,Citation
58631,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,2015.0,ACUR,TK,BLACK,21201a1,No,WHITE,F,CHEVY CHASE,MD,MD,A - Marked Patrol,Warning
1636,KNOWINGLY DRIVING UNINSURED VEHICLE,No,No,No,No,No,MT,02 - Automobile,2003.0,GMC,ENVOY,BLACK,17107a1,No,HISPANIC,F,SANDY SPRING,MD,MD,A - Marked Patrol,Citation
44110,FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,No,No,No,No,No,MD,02 - Automobile,2008.0,HYUNDAI,ELANTRA,SILVER,13409b,No,BLACK,F,SANDY SPRING,MD,MD,A - Marked Patrol,Warning
36315,BRAKE HOSE NOT SECURED AGAINST DAMAGE,No,No,No,Yes,Yes,MD,07 - Truck/Road Tractor,2006.0,INTL,TK,BLUE,1139345a,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,Warning
7651,EXCEEDING MAXIMUM SPEED 39 MPH IN A POSTED 30 MPH ZONE,No,No,No,No,No,MD,03 - Station Wagon,2004.0,TOYT,VN,MAROON,218011,No,WHITE,M,BETHESDA,MD,MD,Q - Marked Laser,Citation
21271,DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,No,No,No,No,No,VA,02 - Automobile,2008.0,AUDI,A4,BLACK,21902a1,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,Citation
51824,DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,No,No,No,No,No,MD,02 - Automobile,2004.0,MAZDA,3,BLUE,2111242d2,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
64618,DRIVER FAILURE TO STOP AT STOP SIGN LINE,No,No,No,No,No,MD,02 - Automobile,2013.0,LEXUS,IS250 4D,SILVER,21707a,No,WHITE,M,KENSINGTON,MD,MD,A - Marked Patrol,Warning
23425,EXCEEDING MAXIMUM SPEED 39 MPH IN A POSTED 30 MPH ZONE,No,No,No,No,No,MD,03 - Station Wagon,2012.0,NISSAN,4DR,SILVER,218011,No,WHITE,M,FREDERICK,MD,MA,Q - Marked Laser,Citation
51688,CAUSING STANDING VEH TO OBSTRUCT FREE VEH PASSAGE OF ROADWAY,No,No,No,No,No,MD,02 - Automobile,2012.0,HONDA,ACCORD,BLUE,211001b,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,Warning
50496,DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,No,No,No,No,No,MD,02 - Automobile,2011.0,GMC,YUKON,BLACK,13401h,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
5334,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,WV,28 - Other,2009.0,FORD,EXPLORER,WHITE,21201a1,No,WHITE,M,CHARLES TOWN,WV,WV,A - Marked Patrol,Citation
44778,FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,No,No,No,No,No,MD,02 - Automobile,2003.0,VOLK,PASSAT,SILVER,16112c,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
10966,POSSESSING SUSPENDED LIC,No,No,No,No,No,MD,02 - Automobile,2010.0,DODGE,CHALLENGER,WHITE,16301j,No,BLACK,M,CLINTON,MD,MD,A - Marked Patrol,Citation
11649,PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,No,No,No,No,No,MD,05 - Light Duty Truck,2013.0,CHEVY,SILVERADO,SILVER,16303c,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,Citation
40530,DRIVER FAIL TO STOP AT RED TRAFFIC SIGNAL BEFORE RIGHT TURN,No,No,No,No,No,MD,02 - Automobile,2013.0,CHEV,IMPALA,RED,21202i1,No,BLACK,M,ROCKVILLE,MD,MD,A - Marked Patrol,Warning
60133,DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,No,No,No,No,No,MD,02 - Automobile,2005.0,MAZDA,TRIBUTE,GRAY,21204d,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,Warning
65470,OWNER FAILURE TO MAINTAIN REQUIRED SECURITY FOR VEH DURING REG PERIOD,No,No,No,No,No,MD,02 - Automobile,2006.0,HONDA,ACCORD,BLACK,17104,No,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,Warning
29509,EXCEEDING MAXIMUM SPEED 49 MPH IN A POSTED 40 MPH ZONE,No,No,No,No,No,MD,02 - Automobile,2010.0,TOYT,RV4,RED,218011,No,ASIAN,F,GERMANTOWN,MD,MD,G - Marked Moving Radar (Stationary),Citation
62767,FAILURE TO MAINTAIN LEGIBLE REGISTRATION PLATE FREE FROM COVERS,No,No,No,No,No,MD,02 - Automobile,1999.0,TOYOTA,SIENNA,BLUE,13411c1,No,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol,Warning
67438,DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,No,No,No,No,No,MD,02 - Automobile,2002.0,LEXUS,ES300,BLACK,13401h,No,BLACK,F,FORT WASHINGTON,MD,MD,M - Marked (Off-Duty),Warning
13417,OPERATOR NOT RESTRAINED BY SEATBELT,No,No,No,No,No,MD,05 - Light Duty Truck,1999.0,FORD,EXPORER,RED,224123b,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
27472,DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,No,No,No,No,No,MD,02 - Automobile,1998.0,FORD,F150,BLUE DARK,16101a,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
53630,EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,No,No,No,No,No,MD,02 - Automobile,2005.0,TOYOTA,CAMRY,BLACK,218011,No,HISPANIC,M,GERMANTOWN,MD,MD,Q - Marked Laser,Warning
52019,DRIVER FAILURE TO STOP AT STOP SIGN BEFORE ENTERING CROSSWALK,No,No,No,No,No,MD,02 - Automobile,2003.0,HYUNADAI,SONATA,GOLD,21707b,No,WHITE,F,BURTONSVILLE,MD,MD,A - Marked Patrol,Warning
18711,HOLDER OF LEARNERS PERMIT DRIVING WO REQ SUPERVISION,No,No,No,Yes,No,MD,02 - Automobile,1999.0,HOND,4S,BLACK,16105b1,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
68830,FAILURE OF VEH ON HWY TO DISPLAY LIGHTED LAMPS ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND,No,No,No,No,No,MD,02 - Automobile,2007.0,FORD,4S,SILVER,222011,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,Warning
38067,DRIVING VEH ON PUB MAINTAINED HWY WITH EXCESs GROSS WT EXCEEDS ALLOWABLE WT OF 34000LBS BY 12150LBS,No,No,No,Yes,Yes,MD,06 - Heavy Duty Truck,2010.0,PTRB,TK,BLUE,24101b,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
21847,FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,No,No,No,No,No,MD,02 - Automobile,2001.0,HONDA,ODYESSEY,SILVER,16112c,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
61833,FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,No,No,No,No,No,MD,02 - Automobile,2001.0,CHRY,TOWN COUNTRY,WHITE,13409b,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
55329,EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,No,No,No,No,No,MD,05 - Light Duty Truck,1999.0,LEXS,TK,SILVER,218011,No,ASIAN,F,GERMANTOWN,MD,MD,Q - Marked Laser,Warning
25031,DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,No,No,No,No,No,MD,02 - Automobile,2001.0,JAGUAR,HJL,GOLD,16101a1,No,BLACK,M,HYATTSVILLE,MD,MD,A - Marked Patrol,Citation
27932,DRIVER FAILURE TO STOP AT STOP SIGN LINE,No,No,No,No,No,PA,02 - Automobile,2014.0,TOYOTA,CAMRY,BLACK,21707a,No,WHITE,M,LAKE WORTH,FL,FL,A - Marked Patrol,Citation
69986,DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,No,No,No,No,No,MD,02 - Automobile,2011.0,TOYT,CAMRY,BLACK,13411d,No,WHITE,F,GAITHERSBURG,MD,MD,Q - Marked Laser,Warning
61840,DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,No,No,No,No,No,MD,02 - Automobile,2008.0,MERZ,R350,GRAY,2111242d2,No,OTHER,M,GAITHERSBURG,MD,MD,A - Marked Patrol,Warning
37044,DRIVING A MOTOR VEHICLE WITHOUT LIGHTED HEAD LAMPS OR FOG LIGHTS WHILE OPERATING WINDSHIELD WIPERS,No,No,No,No,No,MD,02 - Automobile,2002.0,LEXU,4S,RED,222012,No,WHITE,F,BOYDS,MD,MD,A - Marked Patrol,Warning
42223,FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,No,No,Yes,No,No,MD,02 - Automobile,2006.0,NISS,ALTIMA,BLACK,16112c,No,OTHER,M,GAITHERSBURG,MD,MD,A - Marked Patrol,Warning
23805,PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,No,No,No,No,No,MD,02 - Automobile,2013.0,DODGE,AVENGER,SILVER,16303c,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
26870,NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY LIFE AND PERSON,No,No,No,No,No,VA,02 - Automobile,2011.0,DODGE,4S,GRAY,219011b,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
54564,FAILURE TO DISPLAY REFLECT RED COLOR LIGHT ON REAR LAMPS AND REFLECTORS AS REQ,No,No,No,No,No,MD,02 - Automobile,2010.0,HYUNDAI,SONATA,GRAY,22209b,No,BLACK,F,BOYDS,MD,MD,A - Marked Patrol,Warning
66479,FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,No,No,No,No,No,MD,02 - Automobile,2001.0,TOYT,CAMRY,WHITE,13411a,No,WHITE,M,CLARKSBURG,MD,MD,B - Unmarked Patrol,Warning
45964,FAILURE TO DISPLAY REFLECT RED COLOR LIGHT ON REAR LAMPS AND REFLECTORS AS REQ,No,No,No,No,No,MD,02 - Automobile,2007.0,TOYT,CAMRY,BLACK,22209b,No,BLACK,M,BALTIMORE,MD,MD,A - Marked Patrol,Warning
53367,HEADLIGHT TAILLIGHT STOPLIGHT TURN SIGNAL ID LIGHT CLEARANCE LIGHT MARKER LIGHT INOPERATIVE,No,No,No,No,No,MD,06 - Heavy Duty Truck,2002.0,FORD,VN,WHITE,113939,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
21976,FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,No,No,No,No,No,DC,02 - Automobile,1997.0,TOYT,COROLLA,GOLD,16112c,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
41821,DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,No,No,No,No,No,MD,02 - Automobile,2016.0,JEEP,COMPASS,SILVER,13411f,No,BLACK,F,ROCKVILLE,MD,MD,A - Marked Patrol,Warning
42045,DRIVER FAILURE TO STOP AT STOP SIGN LINE,No,No,No,No,No,MD,02 - Automobile,2005.0,CHRYSLER,PT CRUISER,SILVER,21707a,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,Warning
27728,DRIVER FAILURE TO STOP AT STOP SIGN LINE,No,No,No,No,No,DC,02 - Automobile,2013.0,NISSAN,PATHFINDER,BLACK,21707a,No,WHITE,M,WASHINGTON,DC,DC,A - Marked Patrol,Citation
63958,FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,No,No,No,No,No,MD,02 - Automobile,2001.0,SAAB,4D,GRAY,13411a,No,OTHER,M,MANASSAS PARK,VA,VA,A - Marked Patrol,Warning
36641,DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,No,No,No,No,No,AZ,02 - Automobile,2016.0,TOYOTA,TK,WHITE,13411f,No,WHITE,M,WILLCOX,AZ,AZ,B - Unmarked Patrol,Warning
22116,DRIVING VEHICLE ON HIGHWAY WITH AN EXPIRED LICENSE,No,Yes,No,No,No,MD,02 - Automobile,2009.0,DODGE,CARAVAN,RED,16115g,No,BLACK,M,HYATTSVILLE,MD,MD,A - Marked Patrol,Citation
12685,FAILURE OF VEH DRIVER TO STOP AFTER UNATTENDED VEH DAMAGE ACCIDENT,No,No,Yes,No,No,MD,02 - Automobile,2002.0,NISSAN,XTERRA,SILVER,20105a,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
68524,EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,No,No,No,No,No,MD,02 - Automobile,2013.0,BMW,TK,BLACK,218011,No,WHITE,M,GAITHERSBURG,MD,MD,Q - Marked Laser,Warning
61818,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,2009.0,HOND,TK,BLACK,21201a1,No,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol,Warning
15707,PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE,No,No,No,No,No,MD,02 - Automobile,2004.0,DODGE,4X4,GRAY,16303d,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
27635,PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,No,No,No,No,No,MD,02 - Automobile,2000.0,CHRYSLER,CONCORDE,GREEN,16303c,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
63746,DRIVER CHANGING LANES WHEN UNSAFE,No,No,No,No,No,MD,02 - Automobile,2007.0,ACUR,4S,GOLD,21309b,No,WHITE,M,LAYTONSVILLE,MD,MD,A - Marked Patrol,Warning
42973,TRAILER WO REQUIRED STOP LAMPS EQUIPMENT,No,No,No,No,No,VA,05 - Light Duty Truck,2009.0,ISU,TK,WHITE,22206a,No,BLACK,M,WOODBRIDGE,VA,VA,A - Marked Patrol,Warning
46662,DRIVER FAIL TO STOP AT RED TRAFFIC SIGNAL BEFORE RIGHT TURN,No,No,No,No,No,MD,02 - Automobile,2009.0,TOYOTA,4S,GOLD,21202i1,No,ASIAN,F,GAITHERSBURG,MD,MD,A - Marked Patrol,Warning
68856,DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,No,No,No,No,No,MD,02 - Automobile,2013.0,HYUNDAI,SANTA FE,SILVER,21204b,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
7343,KNOWINGLY DRIVING UNINSURED VEHICLE,No,No,No,No,No,MD,02 - Automobile,1991.0,TOYT,4S,SILVER,17107,No,OTHER,F,CLARKSBURG,MD,MD,A - Marked Patrol,Citation
57720,FAILURE NOTIFY ADM ADDRESS CHANGE,No,No,No,No,No,MD,02 - Automobile,2009.0,HYUN,4S,SILVER,16116a,No,WHITE,M,BELTSVILLE,MD,MD,A - Marked Patrol,Warning
